at,ptsMs,payloadSizeBytes,frameType
10933,11958,277,B
10970,11916,257,B
11013,12000,210,B
11078,12208,2781,P
11098,12125,494,B
11143,12083,432,B
11182,12166,222,B
11251,12375,3949,P
11266,12291,776,B
11306,12250,570,B
11350,12333,302,B
11422,12458,4077,P
11433,12416,443,B
11656,12500,21992,I
11670,12666,1624,P
11678,12583,665,B
11685,12541,439,B
11692,12625,401,B
11741,12833,5529,P
11750,12750,686,B
11769,12708,512,B
11807,12791,377,B
11888,13000,5018,P
11901,12916,1228,B
11936,12875,697,B
11976,12958,501,B
12042,13083,3484,P
12061,13041,684,B
12290,13125,23106,I
12316,13291,2911,P
12325,13208,757,B
12332,13166,516,B
12339,13250,367,B
12382,13458,5001,P
12395,13375,1084,B
12403,13333,655,B
12434,13416,475,B
12508,13625,4327,P
12523,13541,1300,B
12556,13500,727,B
12602,13583,593,B
12664,13708,3185,P
12685,13666,662,B
12908,13750,22355,I
12935,13916,2895,P
12942,13833,699,B
12950,13791,530,B
12955,13875,352,B
13002,14083,5345,P
13013,14000,897,B
13020,13958,591,B
13059,14041,451,B
13132,14250,4141,P
13148,14166,1135,B
13182,14125,595,B
13227,14208,583,B
13282,14333,2426,P
13310,14291,650,B
13540,14375,23623,I
13558,14541,2038,P
13568,14458,904,B
13576,14416,521,B
13583,14500,511,B
13618,14708,3973,P
13629,14625,958,B
13639,14583,597,B
13683,14666,504,B
13762,14875,4760,P
13773,14791,1235,B
13809,14750,648,B
13845,14833,528,B
13914,14958,3098,P
13934,14916,607,B
14162,15000,22681,I
14190,15166,3185,P
14199,15083,812,B
14206,15041,498,B
14212,15125,423,B
14252,15333,4539,P
14263,15250,1027,B
14270,15208,612,B
14309,15291,444,B
14375,15500,3669,P
14398,15416,1329,B
14435,15375,647,B
14476,15458,583,B
14537,15583,3209,P
14556,15541,686,B
14795,15625,23661,I
14828,15791,3800,P
14833,15708,178,B
14836,15666,157,B
14840,15750,159,B
14858,15916,1715,P
14862,15833,242,B
14890,15875,152,B
14947,15958,2337,P
14998,16000,3092,P
15053,16166,4826,P
15061,16083,651,B
15101,16041,483,B
15142,16125,433,B
15199,16208,2339,P
15367,16250,17708,I
15397,16416,3296,P
15405,16333,748,B
15411,16291,398,B
15418,16375,547,B
15443,16458,1987,P
15478,16500,1410,P
15523,16541,1219,P
15573,16625,2136,P
15599,16583,399,B
15649,16708,1244,P
15683,16666,330,B
15727,16833,760,P
15765,16750,375,B
15805,16791,395,B
16044,16875,23697,I
16061,17000,1875,P
16068,16916,611,B
16076,16958,465,B
16101,17166,2637,P
16110,17083,791,B
16118,17041,505,B
16141,17125,412,B
16205,17333,2984,P
16228,17250,807,B
16267,17208,447,B
16309,17291,463,B
16379,17375,3913,P
16412,17458,2815,P
16437,17416,809,B
16675,17500,24324,I
16705,17583,3500,P
16718,17541,1127,B
16740,17625,2265,P
16757,17666,1836,P
16774,17708,1645,P
16792,17750,2020,P
16815,17791,2184,P
16834,17833,2130,P
16864,17875,2078,P
16905,17916,2033,P
16947,17958,2108,P
17007,18083,4795,P
17025,18000,1659,B
17070,18041,2056,B
17297,18125,24124,I
17326,18166,3149,P
17343,18208,1775,P
17379,18375,3968,P
17387,18291,840,B
17394,18250,559,B
17401,18333,474,B
17418,18416,1772,P
17444,18458,1804,P
17494,18541,2649,P
17519,18500,706,B
17574,18625,2719,P
17602,18583,698,B
17656,18666,2447,P
17688,18708,1448,P
17919,18750,23669,I
17948,18916,3335,P
17958,18833,860,B
17965,18791,513,B
17972,18875,483,B
18016,19083,4984,P
18026,19000,1006,B
18033,18958,575,B
18060,19041,623,B
18121,19250,2916,P
18144,19166,720,B
18183,19125,419,B
18225,19208,392,B
18273,19333,1198,P
18308,19291,491,B
18537,19375,23307,I
18564,19541,3098,P
18573,19458,727,B
18580,19416,499,B
18586,19500,416,B
18608,19625,2474,P
18616,19583,471,B
18652,19666,1800,P
18695,19708,1779,P
18736,19750,1645,P
18777,19791,1646,P
18851,19916,5629,P
18861,19833,1041,B
18904,19875,1951,B
18970,19958,4767,P
19171,20000,23950,I
19195,20041,2515,P
19215,20125,2099,P
19226,20083,942,B
19243,20208,1742,P
19253,20166,908,B
19271,20291,1809,P
19282,20250,962,B
19319,20375,2132,P
19355,20333,1383,B
19408,20416,2884,P
19460,20458,3707,P
19515,20500,5222,P
19548,20583,3789,P
19565,20541,1589,B
19794,20625,23515,I
19826,20791,3539,P
19845,20708,2024,B
19855,20666,1023,B
19870,20750,1374,B
19896,20833,2685,P
19929,20875,3615,P
19957,20958,3046,P
19968,20916,845,B
19991,21083,2270,P
20017,21000,472,B
20058,21041,363,B
20106,21125,1104,P
20144,21166,973,P
20182,21208,322,P
20423,21250,24108,I
20450,21291,3056,P
20478,21333,3003,P
20508,21416,3263,P
20515,21375,559,B
20547,21583,3525,P
20556,21500,800,B
20564,21458,540,B
20570,21541,415,B
20618,21750,3099,P
20644,21666,715,B
20684,21625,476,B
20722,21708,405,B
20777,21833,1710,P
20809,21791,468,B
21049,21875,24154,I
21077,21958,3128,P
21083,21916,408,B
21110,22000,2888,P
21152,22166,4737,P
21163,22083,1012,B
21170,22041,685,B
21176,22125,386,B
21203,22250,2775,P
21227,22208,586,B
21281,22291,2605,P
21327,22458,3163,P
21352,22375,831,B
21392,22333,480,B
21433,22416,386,B
21670,22500,24167,I
21691,22541,2230,P
21707,22583,1741,P
21722,22625,1450,P
21734,22666,1199,P
21750,22708,1596,P
21762,22833,1081,P
21769,22750,476,B
21808,22791,352,B
21875,23000,3391,P
21891,22916,535,B
21934,22875,425,B
21975,22958,326,B
22093,23083,9221,P
22094,23041,165,B
22201,23125,12401,I
22218,23291,1729,P
22225,23208,549,B
22231,23166,475,B
22267,23250,446,B
22334,23458,3556,P
22353,23375,749,B
22390,23333,671,B
22435,23416,615,B
22503,23625,4024,P
22520,23541,854,B
22561,23500,709,B
22601,23583,594,B
22680,23708,5054,P
22687,23666,559,B
22899,23750,21191,I
22925,23916,2820,P
22933,23833,849,B
22942,23791,710,B
22949,23875,609,B
22992,24083,4686,P
23005,24000,1049,B
23020,23958,823,B
23058,24041,706,B
23137,24250,4946,P
23149,24166,1125,B
23188,24125,929,B
23225,24208,764,B
23299,24333,4915,P
23311,24291,725,B
23531,24375,22095,I
23556,24541,2671,P
23564,24458,757,B
23573,24416,711,B
23581,24500,617,B
23623,24708,4720,P
23635,24625,1029,B
23645,24583,843,B
23685,24666,680,B
23755,24875,4408,P
23769,24791,1174,B
23812,24750,908,B
23849,24833,726,B
23925,24958,4445,P
23936,24916,790,B
24159,25000,22943,I
24187,25166,3035,P
24197,25083,891,B
24206,25041,765,B
24215,25125,698,B
24253,25333,4488,P
24264,25250,987,B
24274,25208,821,B
24309,25291,705,B
24382,25500,4609,P
24397,25416,1125,B
24437,25375,835,B
24474,25458,741,B
24545,25583,3806,P
24557,25541,829,B
24779,25625,22268,I
24806,25791,3021,P
24816,25708,808,B
24824,25666,708,B
24832,25750,641,B
24866,25958,3805,P
24878,25875,1077,B
24892,25833,786,B
24936,25916,679,B
25008,26125,4367,P
25019,26041,1094,B
25061,26000,878,B
25103,26083,727,B
25166,26208,3684,P
25186,26166,704,B
25410,26250,22471,I
25436,26416,2916,P
25444,26333,835,B
25454,26291,749,B
25462,26375,634,B
25495,26583,3577,P
25506,26500,1039,B
25520,26458,796,B
25557,26541,668,B
25631,26750,4272,P
25644,26666,1089,B
25687,26625,845,B
25724,26708,676,B
25792,26833,3650,P
25810,26791,733,B
26068,26875,22768,I
26098,27041,2642,P
26110,26958,840,B
26119,26916,747,B
26129,27000,620,B
26173,27208,3890,P
26186,27125,1049,B
26198,27083,788,B
26207,27166,672,B
26269,27375,4471,P
26280,27291,1077,B
26313,27250,811,B
26355,27333,739,B
26425,27458,3588,P
26438,27416,740,B
26710,27500,22759,I
26743,27666,3027,P
26754,27583,806,B
26765,27541,736,B
26773,27625,636,B
26819,27833,4013,P
26832,27750,1055,B
26842,27708,772,B
26852,27791,706,B
26897,28000,4044,P
26913,27916,1166,B
26937,27875,862,B
26979,27958,729,B
27052,28083,3691,P
27062,28041,804,B
27333,28125,22711,I
27357,28291,2070,P
27369,28208,978,B
27378,28166,697,B
27388,28250,617,B
27435,28458,4234,P
27448,28375,1025,B
27459,28333,790,B
27469,28416,676,B
27518,28625,4352,P
27531,28541,1077,B
27559,28500,879,B
27601,28583,736,B
27676,28708,3593,P
27685,28666,739,B
27952,28750,22385,I
27976,28916,2121,P
27988,28833,972,B
28000,28791,769,B
28009,28875,622,B
28056,29083,4215,P
28069,29000,1040,B
28080,28958,817,B
28090,29041,771,B
28139,29250,4331,P
28152,29166,1141,B
28187,29125,811,B
28228,29208,746,B
28302,29333,4076,P
28311,29291,743,B
28586,29375,22856,I
28620,29541,3055,P
28631,29458,955,B
28642,29416,735,B
28652,29500,621,B
28706,29708,4981,P
28719,29625,964,B
28731,29583,778,B
28741,29666,679,B
28790,29875,4451,P
28803,29791,1109,B
28815,29750,802,B
28855,29833,754,B
28930,29958,3965,P
28939,29916,695,B
29207,30000,22540,I
29239,30166,2953,P
29252,30083,997,B
29263,30041,818,B
29272,30125,669,B
29321,30333,4358,P
29333,30250,1057,B
29346,30208,861,B
29356,30291,719,B
29399,30500,3873,P
29413,30416,1085,B
29439,30375,860,B
29480,30458,728,B
29552,30583,3732,P
29564,30541,894,B
29837,30625,22986,I
29856,30791,1699,P
29870,30708,1029,B
29880,30666,731,B
29889,30750,662,B
29929,30958,3501,P
29943,30875,986,B
29954,30833,841,B
29963,30916,695,B
30017,31125,4553,P
30032,31041,1123,B
30065,31000,929,B
30105,31083,795,B
30173,31208,3332,P
30189,31166,873,B
30457,31250,22494,I
30492,31416,3225,P
30506,31333,1062,B
30517,31291,791,B
30527,31375,775,B
30580,31583,4772,P
30597,31500,1365,B
30608,31458,782,B
30619,31541,749,B
30676,31750,5229,P
30692,31666,1238,B
30703,31625,765,B
30729,31708,702,B
30794,31833,2962,P
30815,31791,921,B
31093,31875,23488,I
31124,32000,2873,P
31138,31916,1001,B
31147,31958,680,B
31222,32166,6972,P
31239,32083,1269,B
31250,32041,831,B
31260,32125,841,B
31320,32291,5444,P
31334,32208,1080,B
31345,32250,813,B
31387,32375,3768,P
31397,32333,677,B
31445,32458,4238,P
31453,32416,657,B
31684,32500,20751,I
31709,32583,2209,P
31717,32541,549,B
31767,32708,4630,P
31780,32625,866,B
31789,32666,671,B
31829,32791,3529,P
31839,32750,698,B
31882,32875,3863,P
31891,32833,622,B
31956,33041,5914,P
31969,32958,1013,B
31978,32916,725,B
32020,33000,746,B
32077,33083,2146,P
32339,33125,23028,I
32373,33291,3254,P
32383,33208,693,B
32394,33166,680,B
32403,33250,607,B
32457,33458,4990,P
32467,33375,744,B
32477,33333,655,B
32486,33416,618,B
32548,33625,5486,P
32561,33541,1024,B
32572,33500,819,B
32605,33583,738,B
32673,33708,3386,P
32686,33666,639,B
32958,33750,22685,I
32983,33916,2093,P
32995,33833,889,B
33003,33791,545,B
33013,33875,671,B
33066,34083,4803,P
33078,34000,932,B
33089,33958,753,B
33099,34041,672,B
33144,34250,4015,P
33162,34166,1078,B
33189,34125,886,B
33226,34208,785,B
33289,34333,2942,P
33313,34291,807,B
33592,34375,23455,I
33612,34541,1742,P
33623,34458,853,B
33632,34416,659,B
33643,34500,680,B
33680,34708,3367,P
33693,34625,1001,B
33705,34583,778,B
33714,34666,680,B
33766,34875,4260,P
33779,34791,1040,B
33814,34750,842,B
33853,34833,655,B
33916,34958,2799,P
33933,34916,768,B
34202,35000,22069,I
34228,35166,2226,P
34239,35083,817,B
34249,35041,720,B
34258,35125,599,B
34296,35333,3468,P
34308,35250,921,B
34318,35208,775,B
34329,35291,608,B
34388,35500,4042,P
34399,35416,850,B
34439,35375,890,B
34478,35458,684,B
34559,35583,4389,P
34569,35541,801,B
34831,35625,22780,I
34855,35791,2165,P
34867,35708,850,B
34877,35666,683,B
34886,35750,659,B
34928,35958,3745,P
34940,35875,1001,B
34952,35833,824,B
34962,35916,683,B
35013,36125,4070,P
35028,36041,1159,B
35064,36000,865,B
35105,36083,769,B
35167,36208,2846,P
35188,36166,764,B
35457,36250,22621,I
35482,36416,2213,P
35492,36333,801,B
35502,36291,656,B
35511,36375,646,B
35555,36583,3915,P
35567,36500,997,B
35579,36458,780,B
35588,36541,658,B
35638,36750,3929,P
35649,36666,936,B
35692,36625,849,B
35728,36708,688,B
35794,36833,2958,P
35812,36791,705,B
36072,36875,21620,I
36095,37041,2118,P
36107,36958,781,B
36114,36916,598,B
36124,37000,590,B
36166,37208,3787,P
36179,37125,948,B
36190,37083,727,B
36199,37166,685,B
36264,37375,4108,P
36277,37291,993,B
36314,37250,855,B
36352,37333,596,B
36420,37458,3018,P
36438,37416,733,B
36708,37500,22820,I
36731,37666,1860,P
36741,37583,819,B
36750,37541,616,B
36759,37625,619,B
36796,37833,3225,P
36810,37750,912,B
36820,37708,740,B
36828,37791,526,B
36893,38000,4355,P
36904,37916,929,B
36939,37875,827,B
36979,37958,659,B
37055,38083,4016,P
37064,38041,714,B
37334,38125,22665,I
37358,38291,2150,P
37369,38208,814,B
37379,38166,669,B
37388,38250,626,B
37429,38458,3676,P
37441,38375,913,B
37452,38333,776,B
37461,38416,616,B
37511,38625,4104,P
37524,38541,966,B
37559,38500,770,B
37602,38583,574,B
37667,38708,2863,P
37688,38666,767,B
37954,38750,22340,I
37980,38916,2246,P
37992,38833,860,B
38001,38791,650,B
38010,38875,598,B
38052,39083,3769,P
38065,39000,1052,B
38075,38958,749,B
38085,39041,655,B
38136,39250,3740,P
38151,39166,1235,B
38189,39125,888,B
38229,39208,745,B
38297,39333,3348,P
38313,39291,787,B
38581,39375,22395,I
38602,39541,1843,P
38612,39458,839,B
38623,39416,619,B
38631,39500,526,B
38673,39708,3886,P
38686,39625,887,B
38696,39583,702,B
38704,39666,593,B
38761,39875,3925,P
38774,39791,913,B
38811,39750,690,B
38852,39833,595,B
38917,39958,3135,P
38936,39916,700,B
39209,40000,23015,I
39232,40166,1992,P
39244,40083,893,B
39252,40041,596,B
39261,40125,557,B
39295,40333,2947,P
39307,40250,929,B
39317,40208,695,B
39327,40291,653,B
39389,40500,4101,P
39398,40416,836,B
39437,40375,756,B
39477,40458,604,B
39556,40583,4131,P
39566,40541,786,B
39846,40625,23829,I
39865,40791,1680,P
39875,40708,836,B
39886,40666,613,B
39895,40750,593,B
39939,40958,3958,P
39949,40875,788,B
39959,40833,679,B
39968,40916,610,B
40017,41125,4402,P
40028,41041,873,B
40063,41000,783,B
40103,41083,667,B
40167,41208,2748,P
40188,41166,788,B
40462,41250,22920,I
40485,41416,2058,P
40495,41333,748,B
40504,41291,635,B
40513,41375,539,B
40547,41583,3031,P
40560,41500,998,B
40570,41458,687,B
40581,41541,722,B
40637,41750,3857,P
40650,41666,982,B
40688,41625,768,B
40729,41708,722,B
40798,41833,3409,P
40813,41791,787,B
41139,41875,22568,I
41171,42041,2149,P
41185,41958,814,B
41196,41916,624,B
41207,42000,563,B
41267,42208,4045,P
41281,42125,820,B
41293,42083,642,B
41305,42166,637,B
41364,42375,3964,P
41380,42291,858,B
41392,42250,649,B
41403,42333,609,B
41445,42458,2841,P
41460,42416,725,B
41785,42500,22454,I
41812,42666,1887,P
41824,42583,535,B
41835,42541,586,B
41845,42625,497,B
41888,42833,2915,P
41904,42750,866,B
41914,42708,679,B
41927,42791,646,B
41984,43000,3719,P
41998,42916,787,B
42012,42875,701,B
42023,42958,607,B
42083,43083,4069,P
42096,43041,715,B
42429,43125,23645,I
42457,43291,1897,P
42470,43208,658,B
42481,43166,565,B
42489,43250,488,B
42543,43458,3568,P
42556,43375,779,B
42566,43333,528,B
42577,43416,550,B
42634,43625,3823,P
42650,43541,906,B
42661,43500,640,B
42674,43583,570,B
42719,43708,3021,P
42731,43666,654,B
43064,43750,23691,I
43098,43916,2225,P
43116,43833,1004,B
43126,43791,615,B
43138,43875,618,B
43198,44083,4133,P
43217,44000,1228,B
43233,43958,828,B
43247,44041,777,B
43302,44250,3784,P
43325,44166,1313,B
43340,44125,873,B
43354,44208,786,B
43406,44333,3553,P
43423,44291,871,B
43756,44375,23759,I
43793,44541,2370,P
43809,44458,935,B
43822,44416,718,B
43833,44500,620,B
43880,44708,3147,P
43895,44625,978,B
43909,44583,712,B
43920,44666,561,B
43974,44875,3793,P
43990,44791,858,B
44003,44750,634,B
44013,44833,519,B
44068,44958,3707,P
44083,44916,798,B
44392,45000,21975,I
44425,45166,2288,P
44441,45083,827,B
44452,45041,652,B
44465,45125,577,B
44507,45333,2891,P
44520,45250,718,B
44531,45208,657,B
44544,45291,615,B
44593,45500,3367,P
44607,45416,800,B
44621,45375,709,B
44631,45458,567,B
44696,45583,4446,P
44707,45541,568,B
45055,45625,22556,I
45070,45791,1972,P
45087,45708,867,B
45104,45666,555,B
45104,45750,631,B
45161,45958,2728,P
45161,45875,738,B
45177,45833,580,B
45178,45916,547,B
45227,46125,3528,P
45244,46041,687,B
45245,46000,676,B
45261,46083,530,B
45304,46208,3042,P
45304,46166,573,B
45622,46250,21189,I
45640,46416,1903,P
45645,46333,727,B
45654,46291,492,B
45666,46375,613,B
45716,46583,3385,P
45740,46500,1507,B
45754,46458,809,B
45770,46541,1015,B
45840,46750,4767,P
45862,46666,1357,B
45881,46625,1163,B
45894,46708,727,B
45949,46833,3677,P
45960,46791,712,B
46283,46875,22763,I
46309,47041,1794,P
46320,46958,605,B
46329,46916,451,B
46338,47000,417,B
46377,47208,2611,P
46391,47125,771,B
46400,47083,520,B
46411,47166,504,B
46476,47375,4464,P
46489,47291,759,B
46501,47250,536,B
46510,47333,453,B
46539,47458,1952,P
46549,47416,463,B
46884,47500,22356,I
46904,47541,1215,P
46919,47708,2070,P
46932,47625,933,B
46941,47583,514,B
46952,47666,517,B
47227,47750,17927,P
47260,47916,2048,P
47260,47833,671,B
47277,47791,439,B
47277,47875,379,B
47317,48083,3456,P
47338,48000,922,B
47353,47958,615,B
47353,48041,626,B
47694,48125,23097,I
47730,48291,2498,P
47750,48208,1092,B
47766,48166,856,B
47782,48250,774,B
47818,48458,2730,P
47833,48375,1267,B
47851,48333,873,B
47868,48416,941,B
47917,48625,4083,P
47934,48541,1159,B
47956,48500,807,B
47974,48583,938,B
48023,48708,3635,P
48041,48666,829,B
48386,48750,23516,I
48419,48916,2887,P
48436,48833,1079,B
48452,48791,787,B
48468,48875,1038,B
48519,49083,3851,P
48540,49000,1202,B
48558,48958,981,B
48574,49041,839,B
48625,49250,4217,P
48657,49166,1442,B
48675,49125,1104,B
48676,49208,1118,B
48748,49333,4077,P
48765,49291,1088,B
49103,49375,23728,I
49159,49541,3286,P
49175,49458,1297,B
49192,49416,881,B
49210,49500,845,B
49261,49708,3665,P
49278,49625,931,B
49278,49583,970,B
49294,49666,718,B
49350,49875,3644,P
49367,49791,755,B
49383,49750,770,B
49383,49833,708,B
49432,49958,3266,P
49449,49916,666,B
49793,50000,23839,I
49827,50166,2298,P
49846,50083,905,B
49846,50041,758,B
49862,50125,618,B
49934,50333,4871,P
49952,50250,874,B
49968,50208,866,B
49968,50291,639,B
50018,50500,3638,P
50034,50416,997,B
50049,50375,933,B
50066,50458,730,B
50105,50583,2730,P
50121,50541,784,B
50464,50625,23733,I
50480,50791,1816,P
50496,50708,841,B
50519,50666,643,B
50519,50750,553,B
50569,50958,3726,P
50586,50875,761,B
50602,50833,638,B
50602,50916,553,B
50672,51125,4714,P
50690,51041,720,B
50690,51000,659,B
50706,51083,464,B
50739,51166,2915,P
50775,51208,1342,P
51097,51250,22897,I
51119,51291,1194,P
51170,51333,3101,P
51203,51375,2272,P
51219,51416,2084,P
51256,51458,1486,P
51274,51500,1098,P
51290,51541,1162,P
51323,51583,2044,P
51345,51625,1127,P
51361,51666,1612,P
51377,51708,1472,P
51426,51750,3226,P
51497,51791,4280,P
51531,51833,2991,P
51875,51875,23392,I
51908,52041,2708,P
51926,51958,945,B
51946,51916,539,B
51947,52000,551,B
51979,52083,2358,P
52012,52125,2520,P
52081,52208,4265,P
52099,52166,657,B
52132,52250,2515,P
52165,52291,2064,P
52182,52333,1946,P
52217,52375,1747,P
52251,52458,2336,P
52251,52416,449,B
52596,52500,23710,I
52629,52541,1242,P
52662,52583,2419,P
52700,52666,2691,P
52700,52625,490,B
52749,52833,3103,P
52765,52750,714,B
52766,52708,530,B
52766,52791,368,B
52819,53000,3061,P
52836,52916,1045,B
52852,52875,631,B
