at,ptsMs,payloadSizeBytes,frameType
117490,92791,254,B
117553,92958,5395,P
117567,92875,562,B
117567,92916,294,B
117604,93000,3560,P
117644,93041,3123,P
117658,93083,1393,P
117879,93125,20732,I
117916,93166,3408,P
117953,93208,3061,P
117992,93291,3155,P
117992,93250,500,B
118030,93333,3664,P
118070,93375,2841,P
118082,93541,1195,P
118082,93458,403,B
118083,93416,267,B
118095,93500,228,B
118138,93708,4112,P
118150,93625,512,B
118150,93583,433,B
118150,93666,208,B
118391,93750,21578,I
118430,93875,3693,P
118431,93791,436,B
118431,93833,153,B
118494,94041,5542,P
118507,93958,482,B
118508,93916,394,B
118508,94000,196,B
118559,94208,4435,P
118560,94125,504,B
118576,94083,428,B
118577,94166,202,B
118615,94333,4000,P
118628,94250,560,B
118628,94291,331,B
118856,94375,20906,I
118881,94541,2773,P
118895,94458,765,B
118895,94416,424,B
118908,94500,564,B
118973,94708,6494,P
118986,94625,593,B
118986,94583,471,B
118999,94666,269,B
119039,94791,4134,P
119053,94750,573,B
119119,94916,5946,P
119119,94833,676,B
119132,94875,434,B
119144,94958,1634,P
119372,95000,20981,I
119396,95041,2501,P
119425,95083,1471,P
119439,95125,1407,P
119452,95166,1257,P
119467,95208,1133,P
119479,95250,1113,P
119493,95291,1222,P
119505,95333,1208,P
119518,95375,1127,P
119530,95416,1109,P
119542,95458,1084,P
119583,95500,3919,P
119620,95541,3480,P
119658,95583,3738,P
119904,95625,22057,I
119930,95666,2379,P
119956,95708,2037,P
119982,95750,1962,P
119997,95791,1870,P
120021,95833,1780,P
120034,95875,1790,P
120057,95916,1941,P
120084,95958,1817,P
120109,96000,2219,P
120134,96041,2646,P
120160,96083,2136,P
120172,96125,2050,P
120210,96166,3003,P
120236,96208,2403,P
120485,96250,21863,I
120510,96291,2714,P
120535,96333,2280,P
120561,96416,2580,P
120573,96375,672,B
120623,96541,4764,P
120636,96458,1085,B
120636,96500,662,B
120675,96708,3405,P
120699,96625,1365,B
120699,96583,719,B
120712,96666,715,B
120737,96750,3085,P
120794,96791,3666,P
120820,96833,3214,P
121049,96875,20668,I
121087,97000,3395,P
121088,96916,665,B
121100,96958,556,B
121151,97166,4486,P
121163,97083,1078,B
121163,97041,672,B
121175,97125,564,B
121204,97208,2810,P
121245,97250,2688,P
121271,97291,2580,P
121297,97333,2731,P
121324,97458,2013,P
121325,97375,618,B
121337,97416,516,B
121565,97500,21442,I
121602,97541,2934,P
121627,97583,2582,P
121668,97708,3355,P
121668,97625,723,B
121682,97666,419,B
121736,97875,4407,P
121737,97791,696,B
121748,97750,515,B
121748,97833,462,B
121801,98041,4216,P
121801,97958,862,B
121813,97916,620,B
121826,98000,553,B
121849,98083,2733,P
122094,98125,22276,I
122121,98291,2490,P
122135,98208,563,B
122135,98166,471,B
122135,98250,386,B
122198,98458,5040,P
122199,98375,604,B
122214,98333,586,B
122214,98416,333,B
122276,98625,6117,P
122288,98541,849,B
122302,98500,700,B
122302,98583,531,B
122339,98708,3919,P
122351,98666,791,B
122599,98750,22028,I
122636,98916,3922,P
122653,98833,649,B
122653,98791,591,B
122664,98875,386,B
122753,99083,8715,P
122765,99000,731,B
122765,98958,665,B
122777,99041,513,B
122802,99250,2241,P
122803,99166,661,B
122815,99125,573,B
122815,99208,468,B
122840,99333,1655,P
122840,99291,580,B
123075,99375,21405,I
123091,99500,805,P
123103,99416,397,B
123103,99458,319,B
123104,99666,416,P
123116,99583,340,B
123116,99541,312,B
123116,99625,299,B
123154,99708,3471,P
123330,99875,15967,P
123331,99791,311,B
123331,99750,275,B
123331,99833,238,B
123343,99916,300,P
123343,99958,285,P
123463,100000,10498,I
123475,100041,756,P
123487,100125,1189,P
123487,100083,211,B
123513,100291,2830,P
123526,100208,441,B
123526,100166,310,B
123526,100250,202,B
123605,100375,6990,P
123616,100333,387,B
123667,100458,5649,P
123680,100416,415,B
123730,100541,4619,P
123731,100500,432,B
123770,100583,3497,P
124005,100625,21141,I
124031,100750,2525,P
124043,100666,457,B
124043,100708,293,B
124094,100875,5225,P
124106,100791,517,B
124106,100833,293,B
124118,100958,1011,P
124118,100916,289,B
124143,101000,1704,P
124170,101125,1995,P
124170,101041,450,B
124170,101083,250,B
124208,101208,3298,P
124208,101166,455,B
124458,101250,21424,I
124470,101375,1780,P
124482,101291,448,B
124482,101333,233,B
124532,101541,4770,P
124532,101458,596,B
124543,101416,378,B
124544,101500,336,B
124593,101708,4732,P
124608,101625,1263,B
124619,101583,832,B
124633,101666,815,B
124697,101791,6474,P
124722,101750,1630,B
124761,101833,3271,P
125006,101875,21159,I
125043,102000,3949,P
125054,101916,1161,B
125067,101958,828,B
125104,102083,4425,P
125116,102041,420,B
125141,102125,2974,P
125185,102166,2678,P
125210,102208,2387,P
125234,102250,2557,P
125259,102375,2529,P
125271,102291,442,B
125271,102333,268,B
125297,102458,2659,P
125297,102416,396,B
125549,102500,22445,I
125561,102583,1756,P
125562,102541,349,B
125610,102625,4404,P
125648,102666,3633,P
125687,102833,3602,P
125699,102750,552,B
125699,102708,417,B
125699,102791,229,B
125748,103000,3632,P
125749,102916,534,B
125749,102875,399,B
125766,102958,243,B
125799,103083,3018,P
125810,103041,440,B
126025,103125,20302,I
126062,103208,3512,P
126062,103166,375,B
126100,103250,3664,P
126139,103291,3352,P
126190,103333,3710,P
126236,103500,3829,P
126237,103416,518,B
126249,103375,409,B
126249,103458,195,B
126301,103666,4778,P
126301,103583,583,B
126314,103541,482,B
126314,103625,245,B
126325,103708,480,P
126539,103750,20829,I
126550,103916,736,P
126550,103833,388,B
126550,103791,212,B
126565,103875,190,B
126670,103958,9201,P
126670,104000,1095,P
126687,104041,1139,P
126700,104083,1006,P
126713,104125,965,P
126726,104166,895,P
126753,104208,1750,P
126765,104250,1741,P
126789,104291,2421,P
126804,104333,1391,P
127016,104375,19797,I
127041,104416,1694,P
127054,104458,1425,P
127068,104500,1718,P
127093,104541,2008,P
127121,104583,1930,P
127139,104625,1918,P
127164,104666,1978,P
127191,104708,1905,P
127217,104750,2069,P
127228,104791,1945,P
127255,104833,1952,P
127293,104875,3011,P
127316,104916,3435,P
127354,104958,2954,P
127601,105000,21998,I
127642,105041,3194,P
127654,105083,2192,P
127680,105125,2080,P
127707,105166,2095,P
127732,105208,2005,P
127744,105250,1897,P
127769,105291,2107,P
127793,105333,2264,P
127818,105375,2204,P
127855,105541,3782,P
127882,105458,2219,B
127894,105416,1224,B
127906,105500,1284,B
127945,105583,3046,P
128183,105625,21682,I
128220,105666,3082,P
128257,105708,3084,P
128281,105750,2601,P
128306,105791,2280,P
128333,105833,2103,P
128357,105875,2227,P
128383,105916,2547,P
128409,105958,2733,P
128448,106000,2824,P
128489,106041,3499,P
128515,106083,3005,P
128556,106166,3730,P
128581,106125,1584,B
128608,106208,2661,P
128822,106250,19617,I
128847,106291,2527,P
128872,106333,2452,P
128898,106375,2686,P
128941,106500,3508,P
128968,106416,1352,B
128979,106458,1225,B
129007,106583,2831,P
129020,106541,1158,B
129045,106625,2281,P
129071,106708,2287,P
129086,106666,1039,B
129122,106791,3492,P
129135,106750,1409,B
129159,106833,2364,P
129419,106875,23186,I
129445,106916,2339,P
129471,106958,2268,P
129497,107000,2573,P
129537,107041,3027,P
129561,107125,2722,P
129574,107083,1026,B
129598,107208,2773,P
129610,107166,1071,B
129648,107333,2616,P
129648,107250,1034,B
129660,107291,1013,B
129711,107458,3822,P
129724,107375,1343,B
129736,107416,1224,B
130013,107500,24234,I
130025,107541,2184,P
130075,107708,4024,P
130087,107625,1588,B
130098,107583,780,B
130111,107666,1282,B
130149,107791,3860,P
130174,107750,1629,B
130214,107833,4281,P
130265,107958,3985,P
130277,107875,1808,B
130308,107916,1411,B
130334,108000,2629,P
130374,108041,3610,P
130400,108083,2022,P
130627,108125,21515,I
130653,108166,2618,P
130689,108333,2672,P
130704,108250,1286,B
130716,108208,875,B
130717,108291,868,B
130742,108375,1939,P
130799,108541,4885,P
130825,108458,2279,B
130837,108416,1176,B
130864,108500,1782,B
130903,108583,3895,P
130952,108625,4262,P
130983,108666,4333,P
131013,108708,2822,P
131222,108750,23273,I
131243,108791,2647,P
131275,108875,3190,P
131285,108833,1264,B
131324,109041,4698,P
131334,108958,1483,B
131344,108916,1142,B
131354,109000,1266,B
131373,109208,2392,P
131383,109125,1254,B
131394,109083,1024,B
131404,109166,985,B
131414,109333,1137,P
131424,109250,707,B
131435,109291,1029,B
131635,109375,22845,I
131656,109541,2634,P
131666,109458,1262,B
131675,109416,977,B
131685,109500,980,B
131705,109666,1582,P
131705,109583,676,B
131715,109625,865,B
131745,109791,3791,P
131755,109708,1180,B
131774,109750,1604,B
131816,109916,4779,P
131837,109833,2571,B
131857,109875,2076,B
131892,109958,3689,P
132096,110000,23914,I
132125,110041,3453,P
132157,110125,3244,P
132167,110083,1189,B
132188,110208,2913,P
132198,110166,968,B
132229,110291,2885,P
132243,110250,1103,B
132264,110458,3097,P
132274,110375,1178,B
132284,110333,949,B
132293,110416,882,B
132315,110583,2222,P
132325,110500,650,B
132325,110541,959,B
132529,110625,23496,I
132559,110708,2697,P
132569,110666,1204,B
132593,110875,2669,P
132603,110791,1233,B
132615,110750,992,B
132625,110833,969,B
132656,111041,3247,P
132666,110958,1500,B
132676,110916,1037,B
132688,111000,1014,B
132708,111125,3123,P
132728,111083,1590,B
132757,111166,3893,P
132787,111208,3535,P
132996,111250,23465,I
133027,111291,3625,P
133059,111375,3584,P
133079,111333,1556,B
133117,111458,4898,P
133128,111416,1436,B
133159,111500,2745,P
133179,111583,3210,P
133188,111541,1396,B
133220,111666,2930,P
133229,111625,1229,B
133250,111708,2240,P
133270,111750,2490,P
133295,111791,2699,P
133315,111833,1887,P
133488,111875,19419,I
133509,111916,3293,P
133539,111958,3201,P
133569,112000,3022,P
133611,112125,4773,P
133620,112041,1772,B
133645,112083,1366,B
133677,112208,4487,P
133698,112166,1942,B
133739,112291,4309,P
133761,112250,2018,B
133790,112416,4039,P
133810,112333,1847,B
133820,112375,1586,B
133850,112458,3551,P
133941,112500,10762,I
133961,112583,2039,P
133972,112541,742,B
134160,112750,21703,P
134169,112666,842,B
134169,112625,474,B
134180,112708,644,B
134200,112916,1873,P
134200,112833,1003,B
134210,112791,734,B
134221,112875,577,B
134231,113000,1780,P
134240,112958,713,B
134250,113083,1663,P
134262,113041,853,B
134472,113125,23289,I
134491,113291,2759,P
134500,113208,1205,B
134511,113166,658,B
134521,113250,852,B
134551,113375,3962,P
134561,113333,939,B
134591,113458,3303,P
134591,113416,809,B
134622,113625,3676,P
134631,113541,1076,B
134642,113500,865,B
134653,113583,630,B
134683,113666,3435,P
134707,113708,2326,P
134891,113750,21805,I
134921,113875,3674,P
134932,113791,962,B
134942,113833,553,B
134963,113916,2344,P
134981,113958,2151,P
135013,114125,3320,P
135023,114041,1093,B
135032,114000,671,B
135043,114083,597,B
135063,114166,2298,P
135091,114291,4022,P
135102,114208,793,B
135102,114250,666,B
135112,114333,1402,P
135327,114375,23661,I
135337,114541,1351,P
135337,114458,581,B
135347,114416,385,B
135347,114500,293,B
135386,114708,5269,P
135397,114625,834,B
135407,114583,671,B
135407,114666,461,B
135456,114875,6133,P
135465,114791,949,B
135476,114750,790,B
135476,114833,482,B
135505,114916,3560,P
135527,114958,2343,P
135738,115000,22992,I
135758,115125,2593,P
135768,115041,620,B
135769,115083,445,B
135796,115166,2658,P
135848,115333,6543,P
135857,115250,1019,B
135870,115208,859,B
135870,115291,623,B
135889,115500,2253,P
135899,115416,901,B
135910,115375,654,B
135910,115458,644,B
135944,115583,2844,P
135944,115541,809,B
136137,115625,21834,I
136159,115791,2563,P
136168,115708,920,B
136177,115666,542,B
136178,115750,600,B
136210,115833,3401,P
136240,115875,3045,P
136272,116041,3439,P
136285,115958,1389,B
136285,115916,791,B
136295,116000,904,B
136357,116208,6274,P
136368,116125,1716,B
136378,116083,1274,B
136387,116166,1008,B
136579,116250,22510,I
136613,116416,3220,P
136625,116333,1086,B
136636,116291,824,B
136636,116375,661,B
136667,116583,3470,P
136677,116500,1198,B
136687,116458,642,B
136687,116541,645,B
136709,116625,2130,P
136758,116791,5542,P
136768,116708,1389,B
136779,116666,739,B
136789,116750,846,B
136799,116833,2057,P
136997,116875,21807,I
137007,116916,1547,P
137027,116958,1557,P
137037,117000,1639,P
137058,117041,2227,P
137079,117083,1756,P
137089,117125,1710,P
137109,117166,2051,P
137129,117208,2060,P
137139,117250,1704,P
137159,117291,1713,P
137180,117416,2324,P
137180,117333,867,B
137190,117375,586,B
137199,117458,1599,P
137399,117500,21913,I
137428,117625,3300,P
137429,117541,702,B
137440,117583,507,B
137469,117791,3586,P
137479,117708,796,B
137479,117666,526,B
137479,117750,377,B
137498,117958,1309,P
137499,117875,646,B
137499,117833,434,B
137509,117916,283,B
137560,118083,6346,P
137561,118000,211,B
137569,118041,158,B
137709,118125,16126,I
137739,118291,2946,P
137739,118208,701,B
137750,118166,391,B
137750,118250,597,B
137790,118458,3755,P
137800,118375,1304,B
137800,118333,805,B
137810,118416,997,B
137860,118625,5856,P
137880,118541,1622,B
137891,118500,1011,B
137891,118583,928,B
137931,118708,4697,P
137941,118666,1047,B
138141,118750,22287,I
138181,118916,3792,P
138191,118833,1261,B
138191,118791,861,B
138201,118875,788,B
138230,119083,3908,P
138251,119000,1375,B
138251,118958,845,B
138262,119041,1130,B
138313,119250,5285,P
138334,119166,2156,B
138344,119125,1417,B
138355,119208,1370,B
138400,119333,4883,P
138421,119291,1732,B
138623,119375,23839,I
138653,119458,3707,P
138663,119416,1171,B
138705,119541,3983,P
138718,119500,1019,B
138749,119625,4188,P
138759,119583,849,B
138800,119791,4738,P
138812,119708,1049,B
138822,119666,807,B
138822,119750,640,B
138863,119958,4027,P
138873,119875,871,B
138873,119833,736,B
138882,119916,630,B
139056,120000,20038,I
139079,120166,2065,P
139079,120083,854,B
139091,120041,687,B
139101,120125,655,B
139142,120333,4650,P
139142,120250,1120,B
139152,120208,758,B
139162,120291,840,B
139203,120500,4293,P
139204,120416,827,B
139214,120375,862,B
139224,120458,561,B
139243,120583,2628,P
139243,120541,678,B
139462,120625,23781,I
139472,120791,1443,P
139483,120708,711,B
139483,120666,532,B
139483,120750,382,B
139493,120833,337,P
139595,120916,11869,P
139595,120875,154,B
139614,120958,1922,P
139633,121125,2978,P
139644,121041,1106,B
139654,121000,781,B
139664,121083,740,B
139684,121208,2741,P
139695,121166,962,B
139895,121250,22897,I
139926,121416,3653,P
139946,121333,1525,B
139946,121291,841,B
139956,121375,1113,B
139994,121583,4627,P
140015,121500,1411,B
140015,121458,1013,B
140025,121541,891,B
140056,121708,3645,P
140076,121625,1319,B
140076,121666,1077,B
140129,121833,4975,P
140139,121750,1362,B
140152,121791,1133,B
140355,121875,23088,I
140386,122041,3790,P
140396,121958,1259,B
140406,121916,776,B
140407,122000,904,B
140449,122208,3951,P
140460,122125,1007,B
140461,122083,802,B
140468,122166,687,B
140502,122291,3345,P
140513,122250,843,B
140556,122458,5038,P
140566,122375,1190,B
140575,122333,796,B
140575,122416,850,B
140777,122500,23256,I
140808,122666,3424,P
140819,122583,1309,B
140829,122541,770,B
140840,122625,980,B
140884,122833,4588,P
140893,122750,1881,B
140905,122708,1249,B
140925,122791,1225,B
140956,123000,3538,P
140965,122916,1852,B
140977,122875,1322,B
140997,122958,1355,B
141025,123083,4637,P
141046,123041,1643,B
141245,123125,22719,I
141276,123291,3298,P
141286,123208,1210,B
141296,123166,927,B
141306,123250,844,B
141327,123458,2137,P
141327,123375,1003,B
141338,123333,738,B
141347,123416,805,B
141478,123500,15255,P
141500,123541,2114,P
141520,123583,2381,P
141540,123625,2266,P
141553,123666,1950,P
141565,123708,1192,P
141748,123750,20788,I
141767,123875,2233,P
141778,123791,847,B
141778,123833,689,B
141798,123916,2027,P
141818,123958,1870,P
141828,124000,956,P
141841,124041,1701,P
141850,124083,1495,P
141872,124125,1578,P
141881,124166,1575,P
141904,124208,1996,P
141937,124250,3552,P
141966,124291,3850,P
141987,124333,2157,P
142189,124375,23818,I
142201,124416,1381,P
142210,124458,1153,P
142232,124500,1333,P
142242,124541,1457,P
142255,124583,1727,P
142276,124625,2070,P
142296,124666,2366,P
142318,124708,2036,P
142338,124750,1886,P
142347,124791,1394,P
142357,124833,928,P
142368,124875,1254,P
142389,124916,3094,P
142408,124958,1298,P
142616,125000,23878,I
142637,125041,1913,P
142648,125083,2038,P
142698,125208,5158,P
142698,125125,499,B
142698,125166,310,B
142719,125375,2185,P
142729,125291,497,B
142729,125250,356,B
142729,125333,310,B
142760,125541,3063,P
142769,125458,1186,B
142778,125416,683,B
142779,125500,825,B
142799,125583,1784,P
143009,125625,23692,I
143039,125708,3580,P
143049,125666,713,B
143069,125791,3006,P
143078,125750,589,B
143100,125833,2057,P
143110,125875,1881,P
143130,125916,1836,P
143140,125958,1727,P
143160,126000,1631,P
143179,126041,2089,P
143191,126083,1806,P
143221,126125,3091,P
143253,126166,3793,P
143274,126208,2307,P
143480,126250,23651,I
143501,126291,2304,P
143521,126333,2023,P
143540,126375,2161,P
143562,126416,2154,P
143571,126458,2067,P
143593,126500,2087,P
143614,126541,2001,P
143635,126583,2206,P
143654,126666,1867,P
143655,126625,397,B
143667,126750,1355,P
143667,126708,373,B
143699,126791,2788,P
143710,126833,1903,P
143831,126875,13665,I
143954,127000,13842,P
143954,126916,689,B
143964,126958,573,B
143996,127166,3066,P
143996,127083,761,B
144006,127041,563,B
144006,127125,452,B
144039,127333,3248,P
144050,127250,841,B
144050,127208,637,B
144061,127291,496,B
144091,127458,4100,P
144101,127375,893,B
144112,127416,675,B
144314,127500,23737,I
144336,127625,2411,P
144346,127541,605,B
144346,127583,612,B
144390,127791,4494,P
144400,127708,1437,B
144411,127666,875,B
144421,127750,957,B
144473,127958,5924,P
144481,127875,1553,B
144492,127833,1056,B
144503,127916,873,B
144542,128083,4769,P
144553,128000,1271,B
144564,128041,964,B
144771,128125,24020,I
144792,128250,2247,P
144802,128166,761,B
144802,128208,567,B
144853,128416,4889,P
144853,128333,741,B
144864,128291,728,B
144864,128375,511,B
144914,128583,5280,P
144922,128500,1007,B
144923,128458,751,B
144933,128541,526,B
144954,128708,1900,P
144955,128625,732,B
144963,128666,584,B
145168,128750,22863,I
145188,128916,2363,P
145198,128833,667,B
145198,128791,366,B
145210,128875,445,B
145228,128958,2688,P
145250,129000,1933,P
145260,129041,2060,P
145270,129083,1227,P
145290,129125,1984,P
145312,129166,1701,P
145322,129208,2014,P
145353,129250,3111,P
145393,129291,4044,P
145413,129333,2581,P
145611,129375,24022,I
145631,129541,2077,P
145631,129458,484,B
145641,129416,241,B
145641,129500,376,B
145687,129708,5101,P
145702,129625,1032,B
145713,129583,674,B
145713,129666,495,B
145754,129791,4123,P
145754,129750,461,B
145783,129875,3028,P
145783,129833,444,B
145793,129958,692,P
145794,129916,241,B